file_name,point_on_screen,time_till_capture
2024_07_07-19_25_24.jpg,"(1910, 1070)",0.2323
2024_07_07-19_25_34.jpg,"(768, 720)",0.2142
2024_07_07-19_25_43.jpg,"(960, 120)",0.1129
2024_07_07-19_25_49.jpg,"(1344, 720)",0.2242
2024_07_07-19_26_00.jpg,"(960, 480)",0.2064
2024_07_07-19_26_08.jpg,"(960, 120)",0.0723
2024_07_07-19_26_16.jpg,"(1152, 360)",0.0772
2024_07_07-19_26_22.jpg,"(576, 600)",0.1708
2024_07_07-19_26_30.jpg,"(960, 360)",0.2374
2024_07_07-19_26_37.jpg,"(768, 480)",0.0873
2024_07_07-19_26_44.jpg,"(0, 1070)",0.0793
2024_07_07-19_26_52.jpg,"(768, 360)",0.0612
2024_07_07-19_26_58.jpg,"(1910, 0)",0.2801
2024_07_07-19_27_05.jpg,"(960, 720)",0.1727
2024_07_07-19_27_14.jpg,"(576, 240)",0.0812
2024_07_07-19_27_23.jpg,"(768, 240)",0.2224
2024_07_07-19_27_31.jpg,"(960, 960)",0.1262
2024_07_07-19_38_06.jpg,"(960, 240)",0.1596
2024_07_07-19_38_14.jpg,"(1280, 840)",0.1612
2024_07_07-19_38_21.jpg,"(320, 480)",0.1043
2024_07_07-19_38_29.jpg,"(320, 240)",0.062
2024_07_07-19_38_47.jpg,"(320, 240)",0.1271
2024_07_07-19_38_55.jpg,"(640, 240)",0.2587
2024_07_07-19_39_07.jpg,"(1280, 480)",0.2328
2024_07_07-19_39_17.jpg,"(640, 480)",0.0893
2024_07_07-19_39_26.jpg,"(640, 720)",0.0808
2024_07_07-19_39_34.jpg,"(1280, 480)",0.108
2024_07_07-19_39_41.jpg,"(10, 10)",0.223
2024_07_07-19_39_52.jpg,"(320, 480)",0.226
2024_07_07-19_40_01.jpg,"(1600, 480)",0.139
2024_07_07-19_40_09.jpg,"(1280, 720)",0.0464
2024_07_07-19_40_16.jpg,"(1600, 720)",0.1289
2024_07_07-19_40_25.jpg,"(10, 10)",0.1062
2024_07_07-19_40_32.jpg,"(1600, 120)",0.2005
2024_07_07-19_40_39.jpg,"(1280, 240)",0.0718
2024_07_07-19_40_48.jpg,"(640, 480)",0.0743
2024_07_07-19_40_56.jpg,"(640, 840)",0.0984
2024_07_07-19_41_03.jpg,"(640, 240)",0.2511
2024_07_07-19_41_11.jpg,"(320, 360)",0.0729
2024_07_07-19_41_20.jpg,"(1280, 840)",0.2331
2024_07_07-19_41_27.jpg,"(1600, 240)",0.083
2024_07_07-19_41_33.jpg,"(1910, 0)",0.1211
2024_07_07-19_41_39.jpg,"(960, 960)",0.1212
2024_07_07-19_41_46.jpg,"(1280, 360)",0.112
2024_07_07-19_41_53.jpg,"(1280, 960)",0.1545
2024_07_07-19_42_04.jpg,"(960, 840)",0.1099
2024_07_07-19_42_12.jpg,"(960, 120)",0.1107
2024_07_07-19_42_20.jpg,"(320, 840)",0.2185
2024_07_08-16_11_53.jpg,"(384, 0)",0.2596
2024_07_08-16_12_02.jpg,"(384, 154)",0.1023
2024_07_08-16_12_11.jpg,"(384, 308)",0.0966
2024_07_08-16_12_17.jpg,"(384, 462)",0.0979
2024_07_08-16_12_25.jpg,"(384, 617)",0.1603
2024_07_08-16_12_33.jpg,"(384, 771)",0.2191
2024_07_08-16_12_41.jpg,"(384, 925)",0.1734
2024_07_08-16_12_48.jpg,"(384, 1080)",0.1499
2024_07_08-16_12_56.jpg,"(672, 0)",0.1386
2024_07_08-16_13_04.jpg,"(672, 154)",0.2574
2024_07_08-16_13_13.jpg,"(672, 308)",0.1677
2024_07_08-16_13_22.jpg,"(672, 462)",0.1931
2024_07_08-16_13_30.jpg,"(672, 617)",0.1119
2024_07_08-16_13_37.jpg,"(672, 771)",0.2382
2024_07_08-16_13_45.jpg,"(672, 925)",0.1593
2024_07_08-16_13_54.jpg,"(672, 1080)",0.1788
2024_07_08-16_14_03.jpg,"(960, 0)",0.0753
2024_07_08-16_14_12.jpg,"(960, 154)",0.1426
2024_07_08-16_14_19.jpg,"(960, 308)",0.2057
2024_07_08-16_14_27.jpg,"(960, 462)",0.2275
2024_07_08-16_14_35.jpg,"(960, 617)",0.1084
2024_07_08-16_14_44.jpg,"(960, 771)",0.2434
2024_07_08-16_14_52.jpg,"(960, 925)",0.2443
2024_07_08-16_15_00.jpg,"(960, 1080)",0.23
2024_07_08-16_15_06.jpg,"(1248, 0)",0.1519
2024_07_08-16_15_14.jpg,"(1248, 154)",0.1381
2024_07_08-16_15_21.jpg,"(1248, 308)",0.1584
2024_07_08-16_15_32.jpg,"(1248, 462)",0.0978
2024_07_08-16_15_38.jpg,"(1248, 617)",0.0753
2024_07_08-16_39_05.jpg,"(384, 0)",0.1592
2024_07_08-16_39_12.jpg,"(384, 154)",0.1232
2024_07_08-16_39_17.jpg,"(384, 308)",0.138
2024_07_08-16_39_23.jpg,"(384, 462)",0.1224
2024_07_08-16_39_28.jpg,"(384, 616)",0.079
2024_07_08-16_39_34.jpg,"(384, 770)",0.157
2024_07_08-16_39_41.jpg,"(384, 924)",0.1104
2024_07_08-16_39_46.jpg,"(384, 1078)",0.2456
2024_07_08-16_39_52.jpg,"(672, 0)",0.0917
2024_07_08-16_39_57.jpg,"(672, 154)",0.1242
2024_07_08-16_40_02.jpg,"(672, 308)",0.1384
2024_07_08-16_40_07.jpg,"(672, 462)",0.1706
2024_07_08-16_40_14.jpg,"(672, 616)",0.2056
2024_07_08-16_40_21.jpg,"(672, 770)",0.1694
2024_07_08-16_40_28.jpg,"(672, 924)",0.1154
2024_07_08-16_40_33.jpg,"(672, 1078)",0.0618
2024_07_08-16_40_40.jpg,"(960, 0)",0.0678
2024_07_08-16_40_46.jpg,"(960, 154)",0.1277
2024_07_08-16_40_53.jpg,"(960, 308)",0.0978
2024_07_08-16_40_59.jpg,"(960, 462)",0.2519
2024_07_08-16_41_06.jpg,"(960, 616)",0.189
2024_07_08-16_41_12.jpg,"(960, 770)",0.156
2024_07_08-16_41_18.jpg,"(960, 924)",0.0954
2024_07_08-16_41_25.jpg,"(960, 1078)",0.0778
2024_07_08-16_41_30.jpg,"(1248, 0)",0.2339
2024_07_08-16_41_36.jpg,"(1248, 154)",0.1548
2024_07_08-16_41_43.jpg,"(1248, 308)",0.0806
2024_07_08-16_41_49.jpg,"(1248, 462)",0.1103
2024_07_08-16_41_57.jpg,"(1248, 616)",0.0641
2024_07_08-16_42_02.jpg,"(1248, 770)",0.2029
2024_07_08-16_42_07.jpg,"(1248, 924)",0.2271
2024_07_08-16_42_13.jpg,"(1248, 1078)",0.1691
2024_07_08-16_42_18.jpg,"(1536, 0)",0.1047
2024_07_08-16_42_24.jpg,"(1536, 154)",0.0886
2024_07_08-16_42_29.jpg,"(1536, 308)",0.1507
2024_07_08-16_42_34.jpg,"(1536, 462)",0.2334
2024_07_08-16_42_39.jpg,"(1536, 616)",0.1502
2024_07_08-16_42_45.jpg,"(1536, 770)",0.0973
2024_07_08-16_42_52.jpg,"(1536, 924)",0.1522
2024_07_08-16_42_59.jpg,"(1536, 1078)",0.0917
2024_07_08-16_43_05.jpg,"(0, 0)",0.1955
2024_07_08-16_43_12.jpg,"(1919, 0)",0.2056
2024_07_08-16_43_18.jpg,"(0, 1079)",0.2046
2024_07_08-16_43_23.jpg,"(1919, 1079)",0.1867
